1,230702522,230714590,NM_000029
1,114673098,114695618,NM_000036/NM_001172626
1,56929209,56966140,NM_000066/NM_001278544/NM_001278543
1,201039511,201112566,NM_000069
1,235661030,235866927,NM_000081
1,16043735,16057326,NM_000085
1,53196428,53214197,NM_000098
1,97077743,97921059,NM_000110
1,225825300,225845561,NM_000120
1,169511953,169586531,NM_000130
1,241497556,241519785,NM_000143
1,23845080,23868369,NM_000147
1,155234447,155241278,NM_000157
1,196651877,196747504,NM_000186
1,23801876,23825459,NM_000191/NM_001166059
1,119415119,119423039,NM_000198
1,209614872,209652475,NM_000228
1,236795280,236903981,NM_000254/NM_001291940/NM_001291939
1,171635416,171652633,NM_000261
1,155289292,155301434,NM_000298
1,201283451,201332993,NM_000299/NM_001005337
1,11934666,11975542,NM_000302/NM_001316320
1,40072709,40097470,NM_000310/NM_001142604
1,68428823,68449959,NM_000329
1,93992837,94121149,NM_000350
1,45012132,45015669,NM_000374/NR_036510
1,150796207,150808441,NM_000396
1,23795598,23800544,NM_000403
1,153259702,153262124,NM_000427
1,25959766,25998157,NM_000437
1,226870571,226896103,NM_000447/NM_012486
1,151340639,151347293,NM_000449/NM_001025603
1,169722639,169734079,NM_000450
1,173903803,173917378,NM_000488
1,22653188,22661536,NM_000491
1,161304734,161309972,NM_000530/NM_001315491
1,204154815,204166337,NM_000537
1,115029823,115034309,NM_000549
1,110873099,110899936,NM_000560
1,56854769,56918221,NM_000562
1,154405192,154469450,NM_000565/NM_181359
1,149782693,149792518,NM_000566
1,159712288,159714589,NM_000567
1,161623197,161631963,NM_000570
1,206767602,206772494,NM_000572
1,172659007,172666872,NM_000639/NM_001302746
1,99850083,99924023,NM_000642
1,99850488,99924023,NM_000644/NM_000028/NM_000643
1,99861209,99924023,NM_000645
1,99850974,99924023,NM_000646
1,207496127,207641765,NM_000651/NM_000573
1,169690664,169711702,NM_000655
1,203127707,203167405,NM_000674/NM_001048230
1,111499428,111504121,NM_000677/NM_001302678/NM_001302679
1,165662211,165698663,NM_000696
1,103617331,103625780,NM_000699
1,116373172,116404776,NM_000701
1,160115729,160143584,NM_000702
1,206109848,206117048,NM_000707
1,207104261,207144972,NM_000715
1,207089238,207099992,NM_000716/NM_001017364
1,167430639,167518610,NM_000734/NM_198053
1,239629072,239909417,NM_000740
1,154567780,154579877,NM_000748
1,109910610,109930994,NM_000757/NM_172211
1,36466042,36483314,NM_000760/NM_156039/NM_172313
1,59893307,59926798,NM_000775/NR_134981/NR_134982
1,53894187,53911086,NM_000792/NM_001039715/NM_001039716/NM_213593
1,2019328,2030753,NM_000815
1,36795526,37034243,NM_000831
1,109668021,109675286,NM_000848
1,109712241,109718268,NM_000851
1,119507202,119515058,NM_000862
1,23191894,23194729,NM_000864
1,19665286,19680966,NM_000871
1,153678687,153693992,NM_000906
1,28812141,28863696,NM_000911
1,20070207,20091901,NM_000929
1,78491042,78540701,NM_000959/NM_001039585
1,186671811,186680427,NM_000963
1,92832036,92841924,NM_000969
1,6185019,6199619,NM_000983
1,151806070,151826077,NM_001001523
1,160177410,160186977,NM_001001734
1,248573800,248574757,NM_001001821
1,248649930,248650884,NM_001001824
1,248638286,248639258,NM_001001827
1,247605585,247606515,NM_001001914
1,247588359,247589313,NM_001001915
1,248348774,248349713,NM_001001918
1,75128433,75161533,NM_001001933
1,247895586,247896531,NM_001001957
1,247840927,247841896,NM_001001959
1,247948857,247949796,NM_001001963
1,248626177,248627128,NM_001001964
1,247814799,247815729,NM_001001966
1,68098458,68232546,NM_001002292
1,148889451,148932728,NM_001002810
1,148952123,148993883,NM_001002811
1,148889451,148993883,NM_001002812
1,161721543,161728143,NM_001002901
1,74568110,74673738,NM_001002912
1,226548799,226609214,NM_001003665
1,65420651,65635428,NM_001003679
1,65420651,65630412,NM_001003680
1,29119424,29123909,NM_001003682
1,248452797,248453772,NM_001004136
1,56718803,56819696,NM_001004303
1,159802382,159816257,NM_001004310
1,156298623,156299637,NM_001004319
1,157092042,157099808,NM_001004341
1,241995489,241999083,NM_001004343
1,151800264,151805442,NM_001004432
1,112720566,112727234,NM_001004440/NM_182759
1,159313669,159314659,NM_001004467
1,159535077,159536007,NM_001004469
1,158479877,158480885,NM_001004472
1,158465561,158466503,NM_001004473
1,158398521,158399466,NM_001004475
1,158419927,158420866,NM_001004476
1,158578918,158579899,NM_001004477
1,158606438,158607380,NM_001004478
1,247965331,247966339,NM_001004491
1,247451028,247451982,NM_001004492
1,248038171,248039305,NM_001004686
1,248060681,248061620,NM_001004687
1,248179985,248181029,NM_001004688
1,248203067,248204006,NM_001004689
1,248145147,248146086,NM_001004690
1,248323629,248324568,NM_001004691
1,248294615,248295578,NM_001004692
1,248592829,248593768,NM_001004693
1,248558543,248559491,NM_001004694
1,248272851,248273814,NM_001004695
1,248361580,248362627,NM_001004696
1,248488588,248489536,NM_001004697
1,247491067,247492409,NM_001004698
1,248681368,248682304,NM_001004734
1,158754815,158755847,NM_001005184
1,158765743,158766682,NM_001005185
1,158547127,158548105,NM_001005189
1,165544240,165563948,NM_001005214
1,450739,451678,NM_001005224/NM_001005221/NM_001005277
1,685715,686654,NM_001005224/NM_001005277/NM_001005221
1,158776681,158777635,NM_001005278
1,158699677,158700652,NM_001005279
1,247711828,247712755,NM_001005286
1,158717167,158718115,NM_001005327
1,65147829,65232145,NM_001005353
1,43980504,43991171,NM_001005417
1,149840686,149841193,NM_001005464/NM_021059
1,248387608,248388535,NM_001005471
1,69090,70008,NM_001005484
1,247672117,247673041,NM_001005487
1,248473350,248474307,NM_001005495
1,247921017,247921956,NM_001005522
1,34782309,34786366,NM_001005752
1,154325559,154337846,NM_001005855
1,92842159,92961522,NM_001006605/NM_001252270/NM_001252269
1,13585471,13617957,NM_001006624/NM_001006625
1,207454299,207489895,NM_001006658/NM_001877
1,26545851,26575029,NM_001006665
1,22563510,22589619,NM_001006943
1,52927228,52994232,NM_001007098
1,174999434,175012027,NM_001007214
1,116574397,116667755,NM_001007237
1,53014937,53051617,NM_001007250/NM_001007099/NM_001007100
1,13749380,13788079,NM_001007257
1,206052722,206102459,NM_001007544
1,114716912,114758050,NM_001007553/NM_001242891/NM_007158/NM_001130523/NM_001242892/NM_001242893
1,156815749,156881850,NM_001007792
1,111139626,111185102,NM_001007794
1,23795598,23800804,NM_001008216
1,103655702,103664550,NM_001008218
1,103687418,103696267,NM_001008218
1,103749840,103758688,NM_001008218
1,103655680,103664550,NM_001008219
1,103749818,103758688,NM_001008219
1,103687418,103696289,NM_001008219
1,103655518,103664551,NM_001008221
1,103749656,103758689,NM_001008221
1,103687417,103696451,NM_001008221
1,152084143,152089064,NM_001008536
1,88935772,88992960,NM_001008662/NM_001008661
1,40247900,40251693,NM_001008740
1,27934954,27956480,NM_001009568
1,12879211,12886201,NM_001009611
1,152212075,152224196,NM_001009931
1,182054569,182061712,NM_001009992
1,154479477,154502050,NM_001010846
1,13474976,13513747,NM_001010847
1,153203429,153205125,NM_001010857
1,228487366,228496188,NM_001010858
1,9588873,9604962,NM_001010866
1,228165807,228182257,NM_001010867
1,11762192,11789585,NM_001010881
1,108560348,108639327,NM_001010883
1,12938471,12947580,NM_001010889
1,13175280,13179132,NM_001010890/NM_001300891
1,110150509,110202201,NM_001010898
1,113876813,113887547,NM_001010922
1,2528744,2530245,NM_001010926
1,47137424,47148854,NM_001010969
1,84298365,84350798,NM_001010971
1,154199085,154206365,NM_001010979
1,24556075,24609327,NM_001010980
1,17580552,17697875,NM_001011722
1,44775573,44778740,NM_001012
1,13281303,13285137,NM_001012276
1,12916646,12920480,NM_001012277
1,9848275,9910258,NM_001012329/NM_020248
1,92218015,92245810,NM_001012425
1,145845632,145848575,NM_001012758
1,231626814,231866706,NM_001012959
1,234373682,234384049,NM_001012985
1,248521646,248522597,NM_001013355
1,13254197,13263435,NM_001013407
1,46203333,46221256,NM_001013615
1,161364730,161367883,NM_001013625
1,12644546,12667086,NM_001013630
1,12847376,12848756,NM_001013631
1,44805909,44807285,NM_001013632
1,15742491,15747797,NM_001013641
1,26993703,27000886,NM_001013642
1,116694111,116706603,NM_001013643
1,99708702,99765793,NM_001013660
1,159854315,159862657,NM_001013661
1,21812264,21825221,NM_001013693
1,153149581,153150951,NM_001014291
1,152348736,152360006,NM_001014342
1,197912504,197930143,NM_001014434
1,153112123,153113515,NM_001014450
1,196651877,196701565,NM_001014975
1,1242445,1246722,NM_001014980
1,207088841,207099992,NM_001017365/NM_001017366
1,207089282,207099992,NM_001017367
1,209614872,209651334,NM_001017402
1,202193989,202319761,NM_001017403
1,202214154,202319761,NM_001017404
1,62436303,62451804,NM_001017416/NM_001017415
1,153070227,153071608,NM_001017418
1,215005541,215237093,NM_001017424
1,215083216,215237093,NM_001017425/NM_014217
1,42817104,42844989,NM_001017922
1,166070018,166166721,NM_001017961
1,91260765,91404869,NM_001017975
1,14945918,15068155,NM_001017999
1,14924128,15068155,NM_001018000
1,14929799,15068155,NM_001018001
1,207053274,207081023,NM_001018053
1,67407809,67430440,NM_001018069/NM_015640/NM_001018068/NM_001018067
1,153093134,153094528,NM_001024209
1,153618799,153634092,NM_001024210
1,153618799,153627641,NM_001024211
1,153618799,153627268,NM_001024212
1,153618799,153627048,NM_001024213
1,15764498,15775220,NM_001024215
1,15764963,15786589,NM_001024216
1,228083149,228099212,NM_001024227/NM_001024228
1,197902551,197907367,NM_001024594
1,6244191,6245578,NM_001024598
1,149811878,149812373,NM_001024599
1,212830142,212847649,NM_001024601
1,13341891,13347134,NM_001024661
1,152719521,152720429,NM_001024679
1,154582057,154627980,NM_001025107
1,207886537,207911338,NM_001025109/NM_001773
1,111229710,111243440,NM_001025199
1,152758029,152762053,NM_001025231
1,229599193,229626047,NM_001025247
1,27534244,27603494,NM_001029882
1,1324762,1328896,NM_001029885
1,153990762,153992155,NM_001030
1,212565333,212620777,NM_001030287
1,54172353,54200073,NM_001031672
1,24899510,24965010,NM_001031680
1,41027198,41161432,NM_001031694
1,200644036,200669998,NM_001031725
