1	10529	177368
1	13516	91073
1	18888	35451
1	23946	88271
1	25112	233565
1	30322	35509
1	35462	35534
1	40718	731985
1	61735	98602
1	69481	89430
1	81136	90347
1	83177	92104
1	87433	89163
1	87433	89163
1	87446	109121
1	136206	137762
1	156721	236932
1	227447	267541
1	317770	328037
1	317770	349527
1	317770	471337
1	326302	327172
1	351377	404070
1	359638	470259
1	444338	449236
1	449343	450574
1	461415	471337
1	464701	641259
1	468739	471337
1	521413	522531
1	521629	582245
1	527921	703658
1	546632	547869
1	564405	568757
1	564540	570404
1	564777	570652
1	565259	811596
1	570384	573894
1	570384	588153
1	586391	636915
1	586571	592340
1	586571	606449
1	587397	592340
1	606506	607410
1	618487	986974
1	637238	724071
1	664474	676093
1	724314	727245
1	724323	727145
1	725126	762523
1	738636	742073
1	740857	824136
1	754193	762622
1	760892	805603
1	766593	769112
1	768793	792480
1	776769	791881
1	779727	787354
1	794595	861577
1	796161	850687
1	804456	904607
1	869322	870347
1	873417	874049
1	876418	879967
1	894356	896949
1	895996	896199
1	896011	896936
1	896775	896949
1	897119	897175
1	905899	905944
1	905899	906347
1	906302	907699
1	947121	948001
1	963692	964480
1	981079	981238
1	982291	983003
1	982765	983003
1	1011003	1014676
1	1034333	1035323
1	1074390	1076516
1	1137019	1138274
1	1142719	1143140
1	1178394	1182042
1	1192584	1192698
1	1216777	1226092
1	1223234	1225981
1	1229970	1230217
1	1231191	1231656
1	1231572	1231656
1	1235650	1297746
1	1237514	1244964
1	1243151	1245001
1	1244063	1244564
1	1247712	1247756
1	1274747	1275643
1	1275136	1275445
1	1285346	1286891
1	1309478	1310863
1	1311716	1510801
1	1324026	1324183
1	1341133	1342712
1	1362430	1363536
1	1385015	1387718
1	1385641	1404179
1	1387473	1387562
1	1387644	1456101
1	1400340	1408917
1	1412599	1418411
1	1414920	1416161
1	1414922	1431564
1	1417980	1418411
1	1423235	1423280
1	1443563	1445764
1	1452518	1454285
1	1454232	1454285
1	1458892	1460704
1	1475051	1475854
1	1510801	1672603
1	1522874	1524670
1	1540943	1541951
1	1550662	1551496
1	1560709	1560768
1	1560901	1571200
1	1562015	1564066
1	1564801	1564906
1	1564801	1568200
1	1564805	1564906
1	1567556	1567652
1	1567881	1683706
1	1567881	1683706
1	1568303	1572851
1	1568307	1572851
1	1569233	1588829
1	1570016	1570060
1	1570016	1571849
1	1571804	1572098
1	1572558	1572602
1	1572558	1572851
1	1572558	1573158
1	1573839	1674143
1	1577041	1577179
1	1582058	1583437
1	1587091	1653304
1	1596535	1596581
1	1622719	1636270
1	1625694	1678590
1	1629336	1672603
1	1634989	1635317
1	1635207	1635413
1	1635207	1635831
1	1635776	1635831
1	1640686	1655462
1	1653134	1654038
1	1654091	1655841
1	1654121	1670432
1	1663006	1667015
1	1663006	1671157
1	1772235	1773644
1	1773827	1775617
1	1821633	1822520
1	1875789	1875929
1	1910362	1911856
1	1910389	1913919
1	1912935	1913911
1	2024548	2027401
1	2024554	2027386
1	2052961	2055975
1	2053160	2055996
1	2162136	2163113
1	2203738	2365949
1	2211996	2214142
1	2262032	2276504
1	2269948	2286408
1	2280423	2303512
1	2325371	2363327
1	2371985	2374312
1	2387458	2394455
1	2390257	2391271
1	2426352	2430586
1	2445601	2445750
1	2535573	2537083
1	2565924	2566759
1	2568650	2632227
1	2583647	2588347
1	2614794	2633591
1	2631982	2634182
1	2684255	2684800
1	2684255	2695047
1	2693029	2697101
1	2694445	3208375
1	2892800	2894875
1	2918690	2919922
1	2919031	2919366
1	3081734	3082776
1	3083952	3084887
1	3097474	3098766
1	3209949	3212147
1	3215377	3217395
1	3394250	4807521
1	3499741	3500615
1	3541927	3544938
1	3560245	3560955
1	3647024	3707892
1	3666647	3668400
1	3670537	3671607
1	3808437	3809202
1	4023823	4031327
1	4044756	4045264
1	4044756	4045264
1	4123884	4127959
1	4136792	4138963
1	4160575	4166034
1	4284606	4285948
1	4284635	4286005
1	4284635	4286005
1	4364573	4366788
1	4391676	4393717
1	4392736	4393623
1	4393668	4404190
1	4402810	4404190
1	4403374	4404266
1	4414086	4417961
1	4597917	4603368
1	4597917	4603368
1	4882350	4883038
1	4901708	5032458
1	5028128	5056368
1	5037812	5049097
1	5090715	5174017
1	5112057	5174017
1	5163652	5165101
1	5172432	5173497
1	5196671	5197414
1	5196671	5197414
1	5302112	5304560
1	5359279	5362135
1	5402870	5425109
1	5403433	5404651
1	5643758	5647477
1	5644646	5645443
1	5770685	5770815
1	5770685	5770978
1	5770741	5770815
1	5770741	5770978
1	5876631	5878013
1	5897007	6088364
1	6051388	6136920
1	6056168	6137733
1	6064750	6065630
1	6064788	6066828
1	6066020	6066911
1	6166718	6169303
1	6267585	6269082
1	6268925	6269082
1	6269420	6269493
1	6314822	6364371
1	6366319	6368893
1	6403048	6577424
1	6434849	6445837
1	6438194	6445835
1	6438194	6445835
1	6438227	6445843
1	6458636	6459610
1	6458853	6459551
1	6458853	6459551
1	6478143	6520845
1	6479670	6479906
1	6481741	6515522
1	6495099	6501159
1	6498243	6508426
1	6501036	6501081
1	6501036	6501168
1	6504836	6505937
1	6511548	6514979
1	6512161	6514979
1	6530663	6531163
1	6557420	6557494
1	6579460	6602946
1	6688472	7436746
1	6762343	6763696
1	6762626	6763496
1	6762626	6763496
1	6784578	6828285
1	6787516	6793395
1	6791743	6793120
1	6803492	6827352
1	6861345	6861918
1	6861345	6861918
1	7022697	7023518
1	7289314	7289739
1	7289694	7289739
1	7483023	7486286
1	7569215	7571521
1	7569312	7571573
1	7569804	7574649
1	7569889	7571158
1	7570071	7571526
1	7577658	7579878
1	7577658	7579878
1	7622465	7666987
1	7645754	7648432
1	7763029	7765558
1	7763029	7765558
1	7803173	7804451
1	7908777	7909469
1	7924952	7925557
1	7975392	7978304
1	8015436	8304607
1	8071777	8072953
1	8100140	8151224
1	8164500	8176626
1	8182406	8190875
1	8182444	8191375
1	8182635	8191269
1	8185330	8186291
1	8196065	8209321
1	8204084	8211127
1	8204093	8211099
1	8204599	8207969
1	8205988	8217616
1	8206130	8209321
1	8206130	8218115
1	8216828	8240818
1	8216828	8240818
1	8217087	8237799
1	8247755	8250065
1	8283395	8284766
1	8308154	8318554
1	8312582	8545282
1	8338199	8338914
1	8360239	8364039
1	8447365	8475544
1	8550246	8551326
1	8550458	8551722
1	8550464	8551654
1	8596351	8634659
1	8671491	8686616
1	8671746	8674276
1	8674003	8676588
1	8675210	8688221
1	8679845	8685394
1	8695758	8711630
1	8695768	8712280
1	8711571	8720941
1	8715240	8720191
1	8715978	8716558
1	8715978	8717503
1	8715978	8720941
1	8716089	8717503
1	8716119	8720941
1	8766443	8774912
1	8766443	8774912
1	8976892	8978092
1	9007556	9012737
1	9054584	9081001
1	9107432	9107852
1	9134123	9136941
1	9171842	9176284
1	9288615	9290845
1	9315847	9404980
1	9317806	9321226
1	9322058	9402775
1	9453881	9456518
1	9462709	9509821
1	9479569	9490339
1	9495960	9497509
1	9521036	9628016
1	9554516	9580384
1	9556061	9580919
1	9559042	9750457
1	9594162	9597696
1	9596173	9596900
1	9596173	9597928
1	9596192	9597928
1	9604077	9608569
1	9620053	9622149
1	9711679	9711729
1	9711679	9712678
1	9780269	9780690
1	9781486	9781890
1	9822386	9825806
1	9846654	9856699
1	9870710	9873100
1	9938037	9938226
1	9975596	9980167
1	9994020	10135460
1	10002632	10003620
1	10003301	10003562
1	10052713	10063232
1	10067194	10068697
1	10067981	10072312
1	10075840	10202804
1	10096029	10103743
1	10249580	10252126
1	10369418	10378885
1	10369427	10378840
1	10369469	10378666
1	10482480	10483779
1	10482550	10483501
1	10482550	10483507
1	10543553	10545994
1	10626261	10652605
1	10636608	10644047
1	10777212	10781653
1	10780208	10869922
1	10951426	10952195
1	10954262	10956128
1	11037099	11038109
1	11054670	11056071
1	11060114	11062306
1	11060167	11061907
1	11060167	11061907
1	11065971	11433766
1	11085842	11090892
1	11097562	11106051
1	11097562	11106051
1	11097630	11106282
1	11099186	11102741
1	11230359	11232253
1	11412772	11416694
1	11467176	11473382
1	11541441	11543200
1	11582552	11583022
1	11682893	11683189
1	11751449	11751623
1	11751579	11751623
1	11836683	11838967
1	11838696	11838967
1	11923982	11971749
1	11979501	11980094
1	11989868	11993484
1	11989868	11993484
1	11990001	11995450
1	11990462	11993044
1	12030771	12031509
1	12131651	12134047
1	12165945	12168814
1	12181729	12256122
1	12200036	12238310
1	12204283	12223839
1	12227018	12227220
1	12290152	12290210
1	12485317	12489501
1	12743405	12746628
1	12805272	12807019
1	12836474	12921834
1	12842321	13015495
1	12843697	12895690
1	12846505	13042993
1	12848806	12903525
1	12852748	12859413
1	12853191	12854125
1	12853191	12860804
1	12853280	12856782
1	12853865	12919353
1	12854390	13146372
1	12855109	12872828
1	12867090	12883096
1	12879642	12894718
1	12880349	12926878
1	12882563	12884791
1	12882563	12888652
1	12883037	12911261
1	12884130	13715337
1	12884952	12888652
1	12895574	12932700
1	12898653	13013316
1	12901912	12959442
1	12903151	12912625
1	12907342	13183072
1	12908338	12908397
1	12908356	12912625
1	12909977	12927856
1	12916916	12916961
1	12919015	12921519
1	12934313	12950016
1	12937788	12946026
1	12941808	12942962
1	12941808	12946026
1	12941812	12942962
1	12942917	12942962
1	12942917	12943225
1	12942917	12946026
1	12943451	12958116
1	12943721	13032522
1	12948879	12999321
1	12950001	12966000
1	12952692	12952737
1	12956721	12978089
1	12957926	12958116
1	12958069	12958116
1	12963915	12964054
1	12963915	12971499
1	12971706	12996438
1	12985868	12996438
1	12992501	12994645
1	12992674	12994645
1	12994323	13023827
1	13017708	13026990
1	13027286	13037682
1	13027431	13052941
1	13037450	13208364
1	13037732	13040779
1	13037838	13040779
1	13039140	13052941
1	13047681	13052938
1	13103023	13109225
1	13103023	13219695
1	13103193	13145660
1	13132173	13215470
1	13148748	13171086
1	13148845	13170909
1	13151732	13161381
1	13159180	13161664
1	13159180	13161664
1	13161724	13219695
1	13163361	13217709
1	13171614	13190488
1	13171988	13178105
1	13171988	13178113
1	13172871	13187464
1	13178772	13187516
1	13200061	13202465
1	13219346	13435984
1	13320047	13499446
1	13320145	13329242
1	13325658	13490865
1	13326444	13329531
1	13326471	13329526
1	13329531	13341497
1	13338091	13447960
1	16380219	16381891
1	13341038	13346925
1	13344727	13346927
1	13345152	13739948
1	13375345	13384632
1	13412434	13472244
1	13417294	13432915
1	13472472	13475393
1	13482738	13490550
1	13485997	13490550
1	13486134	13490550
1	13496047	13522241
1	13522181	13522241
1	13553987	13556868
1	13553987	13556868
1	13555846	13556868
1	13607202	13645036
1	13607202	13723120
1	13607204	13719980
1	13607322	13672824
1	13657869	13696620
1	13668211	13670572
1	13668753	13695363
1	13693223	13696214
1	13703977	13711375
1	13774084	13777415
1	13774084	13777459
1	13782095	13789791
1	13797493	13802437
1	13797493	13809577
1	13854190	13854379
1	13872988	13880189
1	13883486	13884472
1	13966808	14016195
1	14124918	14124977
1	14163040	14167016
1	14163062	14166818
1	14163087	14167016
1	14163093	14167002
1	14295319	14295827
1	14311609	14371586
1	14311609	14371586
1	14436002	14438960
1	14436311	14438948
1	14436350	14436655
1	14548055	14557092
1	14560871	14563982
1	14619221	14622441
1	14731112	14734654
1	14735785	14742259
1	14825658	14828082
1	15010447	15273181
1	15089657	15091690
1	15206490	15456820
1	15274921	15279573
1	15274921	15279573
1	15326646	15327591
1	15326675	15327295
1	15326675	15327295
1	15364967	15365622
1	15393295	15711523
1	15456143	15461008
1	15456143	15461008
1	15486934	15491463
1	15557812	15558556
1	15576232	15578112
1	15581325	15582378
1	15581325	15582378
1	15657384	15659461
1	15685997	15686056
1	15774731	15781767
1	15782084	15802534
1	15792426	15811221
1	15848536	15870503
1	15850422	15855071
1	15850542	15851567
1	15855484	15856020
1	15913142	15913612
1	15920718	15937083
1	15923946	15927366
1	15935091	15938226
1	15968610	16034201
1	16000741	16020502
1	16001517	16009784
1	16009544	16011390
1	16009544	16011390
1	16019654	16022137
1	16063224	16069143
1	16084935	16111138
1	16087824	16109669
1	16129582	16131430
1	16146192	16148782
1	16150730	16156290
1	16152274	16155343
1	16152274	16155502
1	16157711	16180894
1	16185847	16192871
1	16210276	16213462
1	16210276	16213462
1	16268923	16270294
1	16269692	16269864
1	16321010	16514486
1	16347587	16390473
1	16354481	16376278
1	16356485	16356552
1	16357601	16362300
1	16360205	16360929
1	16360945	16388031
1	16363940	16389303
1	16366654	16389166
1	16370199	16376640
1	16375274	16375328
1	16376329	16376855
1	16376516	16386257
1	16378001	16378266
1	16378015	16382804
1	16378831	16387631
1	16388568	16388615
1	16429702	16435186
1	16566819	16594994
1	16568270	16592715
1	16617686	16764962
1	16632380	16639942
1	16649770	16657294
1	16749801	16756496
1	16809863	16811594
1	16826422	16864425
1	16833252	16843648
1	16836354	17104519
1	16841155	16842157
1	16841155	16889417
1	16844733	17251061
1	16848491	17110299
1	16854343	16863584
1	16854765	16884835
1	16854902	16862679
1	16862361	16862679
1	16862361	16863900
1	16862411	16862679
1	16876788	17002425
1	16887156	16940015
1	16890810	16891414
1	16890861	16893754
1	16907278	16907328
1	16907278	16921500
1	16918433	16921190
1	16918704	16973575
1	16921148	16927179
1	16934947	16943647
1	16935956	16970456
1	16935956	17005978
1	16939830	16940108
1	16940064	16943647
1	16940223	16949654
1	16940223	16949654
1	16940788	16956055
1	16950237	17008724
1	16956676	17011410
1	16956887	16976407
1	16963269	16970456
1	16964574	16983519
1	16972603	16976736
1	16975601	16976901
1	17007735	17059450
1	17009358	17012748
1	17009706	17108886
1	17012641	17031579
1	17035853	17053489
1	17045172	17054012
1	17051491	17083999
1	17054720	17125526
1	17059052	17114712
1	17082588	17083650
1	17082600	17084783
1	17083476	17091723
1	17084732	17085894
1	17084732	17087319
1	17084737	17085894
1	17085833	17085894
1	17085833	17087319
1	17087263	17198511
1	17175722	17181610
1	17175735	17204395
1	17181337	17279073
1	17187761	17296209
1	17190004	17225225
1	17190935	17276185
1	17197236	17216161
1	17197325	17201896
1	17198254	17198562
1	17203497	17217907
1	17206162	17220630
1	17206217	17220485
1	17225225	17368743
1	17235109	17278615
1	17245213	17262247
1	17248536	17253438
1	17248582	17250950
1	17248808	17253438
1	17251697	17264831
1	17258965	17262247
1	17264082	17279966
1	17264979	17265484
1	17265020	17266619
1	17265393	17265484
1	17265393	17268949
1	17273238	17275038
1	17273413	17280659
1	17319778	17386880
1	17361001	17363337
1	17420589	17439195
1	17473032	17557178
1	17485581	17513852
1	17593440	17619307
1	17594896	17620009
1	17596566	17597419
1	17599910	17603290
1	17607220	17619307
1	17622654	17633246
1	17642027	17642920
1	17675886	17677389
1	17675935	17677356
1	17676172	17677665
1	17676268	17678930
1	17676773	17677036
1	17716244	17727379
1	17725080	17725301
1	17781264	17846922
1	17815655	17819730
1	17819076	17855824
1	17831749	17846922
1	17840390	17844226
1	17997723	18003855
1	18061796	18063027
1	18108502	18109751
1	18346722	18373739
1	18434300	18434575
1	18576951	18601910
1	19203966	19205833
1	19326226	19328463
1	19355651	19359876
1	19369890	19373186
1	19386662	19387348
1	19596966	19613888
1	19597561	19600176
1	19599632	19614490
1	19599632	19614527
1	19600132	19605433
1	19612471	19612516
1	19640589	19660870
1	19644033	19655835
1	19647189	19648341
1	19656618	19661193
1	19720092	19731658
1	19851031	19862411
1	19866663	19935648
1	19895388	19901983
1	19970445	19970641
1	19970445	19972110
1	20090476	20091962
1	20096288	20216860
1	20126311	20126400
1	20208908	20209092
1	20227099	20243000
1	20286465	20288570
1	20384758	20480840
1	20407085	20410687
1	20407098	20410672
1	20407098	20410672
1	20497189	20497737
1	20497229	20497789
1	20498747	20500533
1	20499004	20500798
1	20499004	20500798
1	20556029	20598351
1	20614631	20616067
1	20642982	20643833
1	20774855	20787835
1	20864032	20864746
1	20932517	20933644
1	20932517	20933644
1	20932686	20933893
1	21001298	21033675
1	21018078	21019412
1	21035923	21059169
1	21299363	21394229
1	21344056	21344993
1	21346335	21346941
1	21543435	21548555
1	21606043	21616819
1	21658828	21659448
1	21671821	21671866
1	21684972	21687314
1	21691403	21717063
1	21691897	21716335
1	25746067	25762090
1	21701973	21813053
1	21740135	21754728
1	21757273	21760173
1	21766797	21771721
1	21786434	21793610
1	21793479	21793610
1	21793508	21798125
1	21798991	21810917
1	21808246	21808306
1	21822953	21828057
1	21823151	21826566
1	21823151	21830336
1	21894388	21896345
1	22007252	22007493
1	22038987	22121662
1	22094196	22307379
1	22102116	22287941
1	22113086	22121370
1	22117422	22121963
1	22157580	22157803
1	22160111	22229090
1	22204990	22205128
1	22206929	22207193
1	22207063	22207243
1	22293885	22342339
1	22293885	22342339
1	22296307	22342389
1	22303664	22328299
1	22304875	22307379
1	22307318	22307379
1	22307318	22310797
1	22309200	22337846
1	22310704	22337366
1	22320733	22340607
1	22324682	22329036
1	22325213	22338675
1	22329516	22333307
1	22331942	22332414
1	22333886	22336315
1	22391767	22431777
1	22469306	22469430
1	22499758	22509304
1	22501716	22509206
1	22503776	22520751
1	22551618	22555926
1	22868673	22871033
1	22886508	22888295
1	22886525	22888263
1	22886525	22888263
1	22889175	22891149
1	22890279	22891179
1	22890379	22891179
1	22916162	22919949
1	22919764	22919949
1	23092066	23247395
1	23197525	23204183
1	23475241	23480097
1	23596104	23597377
1	23677139	23680504
1	23736151	23737760
1	23763465	23763838
1	23763736	23763838
1	23763791	23763838
1	23810557	23810703
1	23848476	23848528
1	23867437	23874969
1	23884427	23886586
1	23884553	23885540
1	23885376	23885535
1	24049307	24057007
1	24091454	24099936
1	24106738	24108455
1	24161807	24166325
1	24200146	24201391
1	24200208	24201443
1	24223616	24224201
1	24289857	24289960
1	24394305	24394766
1	24470924	24487862
1	24520344	24523704
1	24520347	24523686
1	24520395	24523697
1	24676708	24681505
1	24803078	24806084
1	24804297	24807640
1	24804324	24809294
1	24804400	24807559
1	24859736	24859802
1	24895743	24900868
1	24895796	24901089
1	24895796	24901144
1	25178744	25184034
1	25201821	25203635
1	25201833	25203426
1	25201848	25203415
1	25307684	25723250
1	25535878	25539752
1	25571083	25663049
1	25585225	25665195
1	25585843	25665177
1	25591901	25610200
1	25593128	25619040
1	25593411	25662510
1	25595444	25661708
1	25609449	25613875
1	25610133	25646986
1	25610219	25632643
1	25635289	25656163
1	25646417	25666128
1	25688689	25695235
1	25689574	25753497
1	25695583	25696195
1	25695702	25697152
1	25695785	25743971
1	25696941	25723250
1	25715454	25718621
1	25729093	25729277
1	25730892	25749827
1	25756215	25769537
1	25900344	25908041
1	25902125	25917694
1	25903603	25914219
1	26145206	26147290
1	26230398	26233353
1	26268407	26269100
